"347","Monthly","Not Delivered","2008-09-27",
"348","Annualy","Delivered","1976-05-18",
"349","Annualy","Not Delivered","2000-02-25",
"350","Monthly","Delivered","2003-08-20",
"351","Monthly","Delivered","2007-10-13",
"352","Onetime","Not Delivered","2012-08-04",
"353","Monthly","Not Delivered","1976-07-28",
"354","Onetime","Delivered","1994-08-12",
"355","Monthly","Not Delivered","2012-09-21",
"356","Annualy","Not Delivered","1981-09-05",
"357","Onetime","Not Delivered","1987-04-03",
"358","Annualy","Not Delivered","1972-11-09",
"359","Annualy","Delivered","1974-09-24",
"360","Monthly","Delivered","1993-11-07",
"361","Onetime","Delivered","1973-11-01",
"362","Onetime","Not Delivered","1989-09-27",
"363","Onetime","Delivered","1989-03-20",
"364","Onetime","Delivered","1989-10-21",
"365","Annualy","Not Delivered","1975-02-14",
"366","Annualy","Not Delivered","1979-09-17",
"367","Onetime","Not Delivered","2004-04-30",
"368","Monthly","Not Delivered","2015-07-11",
"369","Onetime","Not Delivered","1974-03-27",
"370","Onetime","Not Delivered","1978-11-29",
"371","Monthly","Delivered","1983-05-24",
"372","Annualy","Not Delivered","1977-04-25",
"373","Annualy","Not Delivered","2012-04-16",
"374","Monthly","Delivered","1997-12-20",
"375","Onetime","Delivered","2006-06-29",
"376","Onetime","Delivered","2003-07-20",
"377","Monthly","Delivered","1972-01-11",
"378","Monthly","Delivered","2015-12-22",
"379","Annualy","Delivered","1977-03-18",
"380","Annualy","Delivered","1981-04-16",
"381","Onetime","Not Delivered","2020-05-31",
"382","Monthly","Not Delivered","1997-12-13",
"383","Monthly","Not Delivered","1999-11-14",
"384","Onetime","Delivered","2012-05-05",
"385","Monthly","Delivered","1976-12-27",
"386","Annualy","Delivered","1972-01-08",
"387","Onetime","Not Delivered","2003-03-02",
"388","Onetime","Delivered","2003-01-28",
"389","Monthly","Not Delivered","1990-11-12",
"390","Monthly","Not Delivered","1976-04-12",
"391","Monthly","Not Delivered","1971-06-27",
"392","Monthly","Not Delivered","1993-05-07",
"393","Onetime","Delivered","2002-04-03",
"394","Onetime","Not Delivered","1986-08-11",
"395","Annualy","Delivered","2011-09-10",
"396","Annualy","Delivered","1982-06-13",
"397","Annualy","Not Delivered","2003-03-01",
"398","Onetime","Not Delivered","2003-12-12",
"399","Monthly","Delivered","2017-10-14",
"400","Monthly","Not Delivered","1974-06-22",
"401","Monthly","Not Delivered","2017-02-28",
"402","Annualy","Not Delivered","2003-02-12",
"403","Annualy","Delivered","1996-10-03",
"404","Onetime","Not Delivered","2011-09-23",
"405","Onetime","Delivered","2005-04-05",
"406","Annualy","Not Delivered","1974-04-06",
"407","Annualy","Delivered","2001-02-24",
"408","Monthly","Not Delivered","1988-04-25",
"409","Onetime","Not Delivered","2008-05-18",
"410","Monthly","Not Delivered","2017-01-27",
"411","Annualy","Delivered","2006-10-10",
"412","Annualy","Not Delivered","2004-04-16",
"413","Monthly","Delivered","2003-11-02",
"414","Monthly","Delivered","1984-02-26",
"415","Annualy","Delivered","1992-09-23",
"416","Monthly","Delivered","2011-08-10",
"417","Monthly","Delivered","1996-04-30",
"418","Onetime","Delivered","2008-01-10",
"419","Annualy","Not Delivered","1972-09-28",
"420","Annualy","Delivered","1989-07-02",
"421","Monthly","Not Delivered","2002-11-02",
"422","Onetime","Delivered","2002-09-08",
"423","Onetime","Not Delivered","2002-05-20",
"424","Monthly","Delivered","2012-08-24",
"425","Monthly","Not Delivered","1987-12-22",
"426","Onetime","Not Delivered","1993-06-14",
"427","Annualy","Not Delivered","1973-07-15",
"428","Onetime","Delivered","1995-07-13",
"429","Annualy","Delivered","1987-10-26",
"430","Monthly","Delivered","2019-07-29",
"431","Annualy","Not Delivered","2012-03-18",
"432","Annualy","Not Delivered","1981-08-26",
"433","Annualy","Not Delivered","1987-04-16",
"434","Annualy","Not Delivered","1995-03-26",
"435","Monthly","Delivered","1998-06-21",
"436","Onetime","Delivered","1988-02-07",
"437","Onetime","Delivered","1995-03-15",
"438","Monthly","Not Delivered","1979-09-29",
"439","Annualy","Not Delivered","2009-02-03",
"440","Onetime","Delivered","1970-01-01",
"441","Onetime","Delivered","1971-09-05",
"442","Onetime","Not Delivered","2011-02-16",
"443","Onetime","Delivered","2004-05-22",
"444","Onetime","Delivered","1978-11-22",
"445","Annualy","Delivered","1999-04-16",
"446","Onetime","Not Delivered","1984-09-03",
"447","Monthly","Not Delivered","2012-05-28",
"448","Monthly","Not Delivered","1979-05-20",
"449","Onetime","Delivered","1970-11-18",
"450","Monthly","Delivered","2017-08-31",
"451","Onetime","Not Delivered","1971-05-16",
"452","Monthly","Not Delivered","2009-06-03",
"453","Annualy","Not Delivered","1985-01-27",
"454","Monthly","Not Delivered","2005-03-01",
"455","Monthly","Not Delivered","1997-08-07",
"456","Annualy","Not Delivered","2007-04-08",
"457","Onetime","Not Delivered","1997-02-18",
"458","Annualy","Not Delivered","1999-09-04",
"459","Onetime","Delivered","2008-05-24",
"460","Annualy","Delivered","2004-11-17",
"461","Onetime","Delivered","2012-12-28",
"462","Onetime","Delivered","2010-09-14",
"463","Monthly","Not Delivered","2019-06-24",
"464","Monthly","Delivered","1982-11-25",
"465","Onetime","Not Delivered","1991-02-25",
"466","Annualy","Not Delivered","2008-03-01",
"467","Onetime","Not Delivered","1971-07-02",
"468","Onetime","Not Delivered","2018-02-03",
"469","Onetime","Not Delivered","2012-11-13",
"470","Annualy","Not Delivered","1973-04-02",
"471","Annualy","Not Delivered","1971-12-07",
"472","Monthly","Not Delivered","1986-08-24",
"473","Annualy","Not Delivered","2004-05-05",
"474","Monthly","Not Delivered","2011-01-21",
"475","Annualy","Delivered","2014-03-24",
"476","Annualy","Not Delivered","1992-02-05",
"477","Onetime","Delivered","2014-12-25",
"478","Annualy","Not Delivered","2017-09-17",
"479","Monthly","Delivered","2007-02-12",
"480","Onetime","Not Delivered","2013-11-27",
"481","Onetime","Delivered","2018-06-15",
"482","Monthly","Delivered","2015-08-19",
"483","Monthly","Not Delivered","2015-04-29",
"484","Onetime","Not Delivered","1983-01-24",
"485","Annualy","Not Delivered","2013-08-17",
"486","Annualy","Not Delivered","2006-09-12",
"487","Onetime","Not Delivered","2012-10-08",
"488","Annualy","Delivered","1976-11-30",
"489","Onetime","Not Delivered","1987-08-22",
"490","Annualy","Not Delivered","1986-06-17",
"491","Annualy","Delivered","1984-10-10",
"492","Annualy","Not Delivered","2014-08-24",
"493","Annualy","Delivered","2016-09-22",
"494","Onetime","Not Delivered","1973-01-02",
"495","Onetime","Delivered","2009-06-05",
"496","Onetime","Not Delivered","1998-03-18",
"497","Annualy","Not Delivered","1971-09-27",
"498","Monthly","Not Delivered","1987-04-26",
"499","Onetime","Delivered","1991-06-01",
"500","Onetime","Not Delivered","1982-01-08",
"501","Onetime","Not Delivered","1998-11-27",
"502","Onetime","Not Delivered","2004-02-23",
"503","Onetime","Not Delivered","2013-10-16",
"504","Annualy","Not Delivered","1985-03-14",
"505","Monthly","Delivered","1990-04-21",
"506","Annualy","Not Delivered","2017-09-11",
"507","Monthly","Not Delivered","1983-05-29",
"508","Onetime","Delivered","1974-06-15",
"509","Annualy","Not Delivered","1983-07-26",
"510","Annualy","Not Delivered","1988-08-11",
"511","Monthly","Not Delivered","1971-12-23",
"512","Onetime","Delivered","2019-04-22",
"513","Monthly","Not Delivered","2009-12-22",
"514","Annualy","Not Delivered","1999-02-02",
"515","Annualy","Delivered","1990-07-23",
"516","Onetime","Delivered","2007-02-05",
"517","Annualy","Delivered","2007-03-31",
"518","Onetime","Delivered","1983-02-14",
"519","Annualy","Not Delivered","1986-03-27",
"520","Onetime","Not Delivered","2001-09-21",
"521","Annualy","Not Delivered","1999-06-06",
"522","Annualy","Not Delivered","1995-08-13",
"523","Annualy","Delivered","1994-02-04",
"524","Onetime","Not Delivered","1979-03-10",
"525","Onetime","Delivered","1979-11-22",
"526","Annualy","Delivered","2004-04-28",
"527","Annualy","Delivered","2008-03-15",
"528","Annualy","Not Delivered","1977-10-11",
"529","Monthly","Not Delivered","2016-12-31",
"530","Onetime","Not Delivered","1973-12-01",
"531","Monthly","Not Delivered","1979-10-12",
"532","Annualy","Delivered","1970-02-15",
"533","Monthly","Delivered","1990-11-15",
"534","Onetime","Delivered","1990-06-02",
"535","Annualy","Not Delivered","1989-04-16",
"536","Annualy","Not Delivered","1995-11-01",
"537","Annualy","Not Delivered","1995-06-12",
"538","Monthly","Not Delivered","2020-01-19",
"539","Onetime","Delivered","1970-11-08",
"540","Annualy","Delivered","1984-07-09",
"541","Onetime","Delivered","2015-08-09",
"542","Annualy","Delivered","1996-04-12",
"543","Annualy","Delivered","1994-05-22",
"544","Annualy","Delivered","1984-01-05",
"545","Annualy","Delivered","1972-03-21",
"546","Annualy","Not Delivered","2016-12-21",
"547","Annualy","Not Delivered","1998-05-21",
"548","Annualy","Delivered","2019-11-12",
"549","Monthly","Not Delivered","2010-06-08",
"550","Onetime","Delivered","1973-12-06",
"551","Monthly","Not Delivered","1978-05-17",
"552","Onetime","Delivered","1992-01-26",
"553","Monthly","Not Delivered","2006-12-08",
"554","Onetime","Delivered","1984-05-13",
"555","Monthly","Not Delivered","1987-02-23",
"556","Monthly","Delivered","2009-07-06",
"557","Annualy","Delivered","2006-08-13",
"558","Annualy","Delivered","1983-05-08",
"559","Annualy","Delivered","1995-08-26",
"560","Monthly","Delivered","1975-10-04",
"561","Monthly","Delivered","1995-11-22",
"562","Onetime","Not Delivered","2012-03-23",
"563","Onetime","Delivered","2017-04-04",
"564","Annualy","Not Delivered","1987-12-21",
"565","Annualy","Not Delivered","2016-01-25",
"566","Annualy","Not Delivered","2014-04-13",
"567","Onetime","Not Delivered","2000-09-27",
"568","Annualy","Delivered","1986-11-19",
"569","Monthly","Not Delivered","1991-03-31",
"570","Monthly","Delivered","1977-08-07",
"571","Onetime","Not Delivered","2002-03-21",
"572","Monthly","Not Delivered","2001-04-27",
"573","Monthly","Delivered","2002-07-19",
"574","Onetime","Delivered","1979-05-26",
"575","Annualy","Delivered","1973-05-25",
"576","Annualy","Delivered","1991-12-21",
"577","Monthly","Not Delivered","2018-01-13",
"578","Onetime","Delivered","1991-04-28",
"579","Annualy","Delivered","1985-05-08",
"580","Annualy","Delivered","1971-10-29",
"581","Monthly","Not Delivered","2008-10-27",
"582","Annualy","Delivered","2015-01-19",
"583","Monthly","Delivered","1971-03-10",
"584","Annualy","Not Delivered","1980-05-15",
"585","Annualy","Not Delivered","2015-07-06",
"586","Onetime","Not Delivered","2001-08-23",
"587","Monthly","Not Delivered","1991-02-13",
"588","Onetime","Not Delivered","2008-11-01",
"589","Annualy","Not Delivered","1983-11-24",
"590","Annualy","Not Delivered","1990-01-19",
"591","Onetime","Delivered","2006-07-30",
"592","Onetime","Not Delivered","2010-09-01",
"593","Onetime","Not Delivered","1996-02-25",
"594","Annualy","Not Delivered","2000-11-17",
"595","Onetime","Delivered","1997-04-02",
"596","Onetime","Not Delivered","1983-06-12",
"597","Onetime","Not Delivered","2011-08-01",
"598","Annualy","Not Delivered","1976-10-26",
"599","Onetime","Delivered","1970-09-18",
"600","Monthly","Delivered","1980-06-24",
"601","Annualy","Delivered","2008-12-17",
"602","Onetime","Delivered","1994-11-12",
"603","Monthly","Delivered","2013-04-24",
"604","Monthly","Delivered","2002-11-19",
"605","Monthly","Delivered","1993-05-24",
"606","Monthly","Delivered","1974-08-22",
"607","Monthly","Not Delivered","1973-07-03",
"608","Annualy","Not Delivered","1996-05-19",
"609","Onetime","Delivered","2014-12-05",
"610","Annualy","Delivered","2010-02-18",
"611","Monthly","Delivered","1973-08-27",
"612","Annualy","Not Delivered","1994-02-03",
"613","Monthly","Not Delivered","1975-06-28",
"614","Monthly","Not Delivered","2012-10-17",
"615","Onetime","Not Delivered","1996-02-06",
"616","Annualy","Delivered","1972-05-11",
"617","Annualy","Delivered","2011-02-28",
"618","Onetime","Not Delivered","2004-03-28",
"619","Annualy","Delivered","1972-01-17",
"620","Onetime","Delivered","1982-05-21",
"621","Annualy","Delivered","2005-02-13",
"622","Onetime","Delivered","1971-05-13",
"623","Onetime","Delivered","2001-02-09",
"624","Monthly","Not Delivered","1977-06-08",
"625","Monthly","Not Delivered","2000-04-11",
"626","Annualy","Delivered","1992-04-10",
"627","Onetime","Not Delivered","1994-06-22",
"628","Monthly","Not Delivered","2014-04-27",
"629","Onetime","Delivered","1998-08-27",
"630","Annualy","Not Delivered","1993-10-17",
"631","Annualy","Delivered","2019-02-26",
"632","Annualy","Delivered","1992-04-08",
"633","Onetime","Not Delivered","2012-06-04",
"634","Monthly","Not Delivered","2001-11-09",
"635","Onetime","Not Delivered","2012-11-14",
"636","Monthly","Not Delivered","1977-12-31",
